,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier,param_vectorizer,param_vectorizer__max_df,param_vectorizer__max_features,param_vectorizer__min_df,param_vectorizer__ngram_range,param_vectorizer__tokenizer,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,mean_train_recall,std_train_recall,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,split4_train_precision,mean_train_precision,std_train_precision,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,mean_train_f1,std_train_f1
0,6.4820637702941895,0.37455153019308085,2.3871867656707764,0.5308899855888819,MultinomialNB(),CountVectorizer(token_pattern=None),0.8,3000,2,"(1, 1)",<function lower_only at 0x0000029CE6888900>,"{'classifier': MultinomialNB(), 'vectorizer': CountVectorizer(token_pattern=None), 'vectorizer__max_df': 0.8, 'vectorizer__max_features': 3000, 'vectorizer__min_df': 2, 'vectorizer__ngram_range': (1, 1), 'vectorizer__tokenizer': <function lower_only at 0x0000029CE6888900>}",0.6592356687898089,0.6869009584664537,0.6645367412140575,0.7060702875399361,0.6805111821086262,0.6794509676237764,0.016711116464531512,102,0.8202875399361023,0.8124501197126895,0.8204309656823623,0.8020750199521149,0.8132482043096568,0.8136983699185851,0.006717262081133942,0.58125,0.5974842767295597,0.5786163522012578,0.6415094339622641,0.6226415094339622,0.6043003144654088,0.024324305916357942,216,0.7468553459119497,0.7472527472527473,0.750392464678179,0.7331240188383046,0.7425431711145997,0.7440335495591561,0.006000010973243321,0.6992481203007519,0.7364341085271318,0.7076923076923077,0.7445255474452555,0.7122302158273381,0.7200260599585571,0.017401542184797652,7,0.8812615955473099,0.8654545454545455,0.8786764705882353,0.8568807339449541,0.8710865561694291,0.8706719803408947,0.008874725814402977,0.6348122866894198,0.6597222222222222,0.6366782006920415,0.6891891891891891,0.6644295302013423,0.656966285798843,0.02002007382267044,186,0.8085106382978723,0.802021903959562,0.8094834885690093,0.7901861252115059,0.8016949152542373,0.8023794142584373,0.006889592590486683
1,6.82032995223999,0.47087155992327473,3.4502894401550295,1.4570874519124504,MultinomialNB(),CountVectorizer(token_pattern=None),0.8,3000,2,"(1, 1)",<function lower_stop at 0x0000029CE6888720>,"{'classifier': MultinomialNB(), 'vectorizer': CountVectorizer(token_pattern=None), 'vectorizer__max_df': 0.8, 'vectorizer__max_features': 3000, 'vectorizer__min_df': 2, 'vectorizer__ngram_range': (1, 1), 'vectorizer__tokenizer': <function lower_stop at 0x0000029CE6888720>}",0.643312101910828,0.6996805111821086,0.6677316293929713,0.7188498402555911,0.6837060702875399,0.6826560306058077,0.025967710164387512,66,0.829073482428115,0.8188347964884277,0.8324022346368715,0.8148443735035914,0.8228252194732641,0.823596021306054,0.006440601059828462,0.5875,0.6352201257861635,0.610062893081761,0.6666666666666666,0.6415094339622641,0.628191823899371,0.02717186764289269,163,0.7767295597484277,0.7708006279434851,0.7802197802197802,0.7519623233908949,0.7645211930926217,0.7688466968790418,0.009990960408199964,0.6714285714285714,0.7372262773722628,0.697841726618705,0.75177304964539,0.7083333333333334,0.7133205916796526,0.02852887204971702,37,0.872791519434629,0.8583916083916084,0.8765432098765432,0.8661844484629295,0.8711985688729875,0.8690218710077395,0.006270123622768734,0.6266666666666667,0.6824324324324325,0.6510067114093959,0.7066666666666667,0.6732673267326733,0.668007960781567,0.027307020828476893,147,0.8219633943427621,0.8122415219189413,0.8255813953488372,0.8050420168067227,0.81438127090301,0.8158419198640547,0.007267242934022401
2,15.779505109786987,1.0885933422469696,4.674823427200318,1.0285046402940297,MultinomialNB(),CountVectorizer(token_pattern=None),0.8,3000,2,"(1, 1)",<function stem_only at 0x0000029CE6888CC0>,"{'classifier': MultinomialNB(), 'vectorizer': CountVectorizer(token_pattern=None), 'vectorizer__max_df': 0.8, 'vectorizer__max_features': 3000, 'vectorizer__min_df': 2, 'vectorizer__ngram_range': (1, 1), 'vectorizer__tokenizer': <function stem_only at 0x0000029CE6888CC0>}",0.6624203821656051,0.6932907348242812,0.6613418530351438,0.6996805111821086,0.670926517571885,0.6775319997558047,0.015956243425509543,125,0.8146964856230032,0.790901835594573,0.8116520351157223,0.8036711891460495,0.8036711891460495,0.8049185469250795,0.008252611074980341,0.5875,0.610062893081761,0.5849056603773585,0.6037735849056604,0.5911949685534591,0.5954874213836477,0.009749898448595288,229,0.7358490566037735,0.7095761381475667,0.7331240188383046,0.7362637362637363,0.7394034536891679,0.7308432807085098,0.01081858411551859,0.7014925373134329,0.7404580152671756,0.6992481203007519,0.7559055118110236,0.7121212121212122,0.7218450793627194,0.022476461297969298,1,0.8796992481203008,0.8544423440453687,0.8761726078799249,0.8574040219378428,0.8548094373865699,0.8645055318740015,0.011069626162232919,0.6394557823129252,0.6689655172413793,0.636986301369863,0.6713286713286714,0.6460481099656358,0.6525568764436949,0.014683795780724348,215,0.8013698630136986,0.7753001715265866,0.7982905982905983,0.7922297297297297,0.7929292929292929,0.7920239310979812,0.009024009401596254
3,10.980267858505249,3.065498494504718,3.471096324920654,1.7157014965210702,MultinomialNB(),CountVectorizer(token_pattern=None),0.8,3000,2,"(1, 1)",<function stem_stop at 0x0000029CE6888D60>,"{'classifier': MultinomialNB(), 'vectorizer': CountVectorizer(token_pattern=None), 'vectorizer__max_df': 0.8, 'vectorizer__max_features': 3000, 'vectorizer__min_df': 2, 'vectorizer__ngram_range': (1, 1), 'vectorizer__tokenizer': <function stem_stop at 0x0000029CE6888D60>}",0.6656050955414012,0.7124600638977636,0.6485623003194888,0.7060702875399361,0.6900958466453674,0.6845587187887915,0.024194521738387053,49,0.8202875399361023,0.7988826815642458,0.8260175578611333,0.8068635275339185,0.8188347964884277,0.8141772206767655,0.009865451156273054,0.6125,0.6666666666666666,0.5849056603773585,0.6226415094339622,0.6415094339622641,0.6256446540880504,0.02748076845332051,169,0.7610062893081762,0.7331240188383046,0.7629513343799058,0.7472527472527473,0.7660910518053375,0.7540850883168944,0.012302063402539556,0.6950354609929078,0.7412587412587412,0.6788321167883211,0.7557251908396947,0.7183098591549296,0.7178322738069188,0.02837466316360812,18,0.8689407540394973,0.8506375227686703,0.8788426763110307,0.8545780969479354,0.8621908127208481,0.8630379725575965,0.010106332866519956,0.6511627906976745,0.7019867549668874,0.6283783783783784,0.6827586206896552,0.6777408637873754,0.6684054817039942,0.025769529546037385,139,0.8113998323554066,0.7875210792580101,0.8168067226890756,0.7973199329983249,0.8113050706566916,0.8048705275915019,0.010812240792288036
4,20.976396369934083,2.3364148924648442,0.4636987209320068,0.9273974418640136,MultinomialNB(),CountVectorizer(token_pattern=None),0.8,3000,2,"(1, 1)",<function lem_only at 0x0000029CE6888E00>,"{'classifier': MultinomialNB(), 'vectorizer': CountVectorizer(token_pattern=None), 'vectorizer__max_df': 0.8, 'vectorizer__max_features': 3000, 'vectorizer__min_df': 2, 'vectorizer__ngram_range': (1, 1), 'vectorizer__tokenizer': <function lem_only at 0x0000029CE6888E00>}",0.6528662420382165,,,,,,,287,0.8130990415335463,,,,,,,0.5625,,,,,,,287,0.7342767295597484,,,,,,,0.6976744186046512,,,,,,,287,0.8778195488721805,,,,,,,0.6228373702422145,,,,,,,287,0.7996575342465754,,,,,,
5,9.874041891098022,4.538740761269372,2.41455454826355,1.3940141208321015,MultinomialNB(),CountVectorizer(token_pattern=None),0.8,3000,2,"(1, 1)",<function lem_stop at 0x0000029CE6888EA0>,"{'classifier': MultinomialNB(), 'vectorizer': CountVectorizer(token_pattern=None), 'vectorizer__max_df': 0.8, 'vectorizer__max_features': 3000, 'vectorizer__min_df': 2, 'vectorizer__ngram_range': (1, 1), 'vectorizer__tokenizer': <function lem_stop at 0x0000029CE6888EA0>}",,0.7028753993610224,0.65814696485623,0.7156549520766773,0.6964856230031949,,,287,,0.8116520351157223,0.8300079808459697,0.8100558659217877,0.8228252194732641,,,,0.6477987421383647,0.5911949685534591,0.6540880503144654,0.6477987421383647,,,287,,0.7535321821036107,0.7676609105180534,0.7519623233908949,0.7676609105180534,,,,0.7357142857142858,0.6911764705882353,0.7536231884057971,0.7253521126760564,,,287,,0.8586762075134168,0.8826714801444043,0.8568872987477638,0.8685612788632326,,,,0.6889632107023411,0.6372881355932203,0.7003367003367004,0.6843853820598007,,,287,,0.802675585284281,0.8211586901763224,0.8010033444816054,0.815,,
6,5.536538028717041,1.250749371519377,2.6787524223327637,0.6313745946292852,MultinomialNB(),CountVectorizer(token_pattern=None),0.8,3000,2,"(1, 2)",<function lower_only at 0x0000029CE6888900>,"{'classifier': MultinomialNB(), 'vectorizer': CountVectorizer(token_pattern=None), 'vectorizer__max_df': 0.8, 'vectorizer__max_features': 3000, 'vectorizer__min_df': 2, 'vectorizer__ngram_range': (1, 2), 'vectorizer__tokenizer': <function lower_only at 0x0000029CE6888900>}",0.6592356687898089,0.6773162939297125,0.6357827476038339,0.65814696485623,0.6421725239616614,0.6545308398282493,0.014550653782555259,277,0.8075079872204473,0.7813248204309656,0.8060654429369514,0.7869114126097366,0.8036711891460495,0.7970961704688301,0.010812487428410282,0.6125,0.5849056603773585,0.5408805031446541,0.5471698113207547,0.5974842767295597,0.5765880503144654,0.028056959051689756,271,0.7389937106918238,0.7127158555729984,0.7346938775510204,0.7080062794348508,0.7425431711145997,0.7273905788730587,0.014203312711230452,0.6853146853146853,0.7265625,0.6771653543307087,0.7131147540983607,0.6643356643356644,0.6932985916158838,0.023073981703573224,173,0.8623853211009175,0.8330275229357799,0.8634686346863468,0.8477443609022557,0.8522522522522522,0.8517756183755104,0.011110911048625776,0.6468646864686468,0.6480836236933798,0.6013986013986014,0.6192170818505338,0.6291390728476821,0.6289406132517688,0.0175549201963077,273,0.7959356477561389,0.7681895093062606,0.7938931297709924,0.7715996578272027,0.7936241610738255,0.784648421146884,0.012121023326929936
7,5.935266447067261,0.4728503785706064,3.4492931365966797,1.3688011017628483,MultinomialNB(),CountVectorizer(token_pattern=None),0.8,3000,2,"(1, 2)",<function lower_stop at 0x0000029CE6888720>,"{'classifier': MultinomialNB(), 'vectorizer': CountVectorizer(token_pattern=None), 'vectorizer__max_df': 0.8, 'vectorizer__max_features': 3000, 'vectorizer__min_df': 2, 'vectorizer__ngram_range': (1, 2), 'vectorizer__tokenizer': <function lower_stop at 0x0000029CE6888720>}",0.6464968152866242,0.7028753993610224,0.6741214057507987,0.7092651757188498,0.6773162939297125,0.6820150180094016,0.022466225550578717,78,0.8410543130990416,0.8363926576217079,0.8371907422186752,0.8284118116520351,0.8347964884277733,0.8355692026038467,0.0041284195152230885,0.6,0.6415094339622641,0.6163522012578616,0.6666666666666666,0.6415094339622641,0.6332075471698112,0.02299651800156264,155,0.7908805031446541,0.7974882260596546,0.7974882260596546,0.7802197802197802,0.7849293563579278,0.7902012183683343,0.006842280709883818,0.6713286713286714,0.7391304347826086,0.7050359712230215,0.7361111111111112,0.6986301369863014,0.7100472650863429,0.02521804200168419,57,0.8840070298769771,0.8698630136986302,0.8713550600343053,0.8688811188811189,0.8771929824561403,0.8742598409894343,0.005662358240416614,0.6336633663366337,0.6868686868686869,0.6577181208053692,0.6996699669966997,0.6688524590163935,0.6693545200047566,0.022957737993905276,133,0.8348547717842324,0.8321048321048321,0.8327868852459016,0.8221670802315963,0.8285004142502072,0.8300827967233539,0.0044572406188711595
8,14.154570913314819,1.826673903253183,5.8835533618927,1.2798026416081205,MultinomialNB(),CountVectorizer(token_pattern=None),0.8,3000,2,"(1, 2)",<function stem_only at 0x0000029CE6888CC0>,"{'classifier': MultinomialNB(), 'vectorizer': CountVectorizer(token_pattern=None), 'vectorizer__max_df': 0.8, 'vectorizer__max_features': 3000, 'vectorizer__min_df': 2, 'vectorizer__ngram_range': (1, 2), 'vectorizer__tokenizer': <function stem_only at 0x0000029CE6888CC0>}",0.6592356687898089,0.7028753993610224,0.6357827476038339,0.6517571884984026,0.65814696485623,0.6615595938218595,0.02229159214786887,247,0.805111821086262,0.7813248204309656,0.8076616121308858,0.7956903431763767,0.8012769353551477,0.7982131064359276,0.009357693198537556,0.5875,0.6289308176100629,0.5408805031446541,0.5157232704402516,0.5849056603773585,0.5715880503144655,0.039452677793224256,279,0.7358490566037735,0.7001569858712716,0.7268445839874411,0.7158555729984302,0.7488226059654631,0.725505761085276,0.01666216071867431,0.6962962962962963,0.746268656716418,0.6771653543307087,0.7192982456140351,0.6940298507462687,0.7066116807407453,0.023939174643718947,73,0.8602941176470589,0.8431001890359168,0.8735849056603774,0.8587570621468926,0.842756183745583,0.8556984916471657,0.011632875831785364,0.6372881355932203,0.6825938566552902,0.6013986013986014,0.6007326007326007,0.6348122866894198,0.6313650962138265,0.030025629069020277,271,0.7932203389830509,0.7650085763293311,0.7934875749785776,0.7808219178082192,0.7930174563591023,0.7851111728916562,0.011144003792224893
9,14.67635989189148,2.9004679843318044,4.844945812225342,1.2165250928079692,MultinomialNB(),CountVectorizer(token_pattern=None),0.8,3000,2,"(1, 2)",<function stem_stop at 0x0000029CE6888D60>,"{'classifier': MultinomialNB(), 'vectorizer': CountVectorizer(token_pattern=None), 'vectorizer__max_df': 0.8, 'vectorizer__max_features': 3000, 'vectorizer__min_df': 2, 'vectorizer__ngram_range': (1, 2), 'vectorizer__tokenizer': <function stem_stop at 0x0000029CE6888D60>}",0.6656050955414012,0.7156549520766773,0.645367412140575,0.7060702875399361,0.6932907348242812,0.6851976964245743,0.026073466619447754,45,0.8410543130990416,0.8244213886671987,0.8379888268156425,0.830806065442937,0.8324022346368715,0.8333345657323383,0.005795928329730941,0.625,0.6729559748427673,0.5911949685534591,0.6352201257861635,0.6477987421383647,0.6344339622641509,0.02691390372425108,153,0.7908805031446541,0.7723704866562009,0.7786499215070644,0.7849293563579278,0.7864992150706437,0.7826658965472982,0.006471798252643037,0.6896551724137931,0.7430555555555556,0.6714285714285714,0.7481481481481481,0.7202797202797203,0.7145134335651577,0.029844380737641764,35,0.8840070298769771,0.8677248677248677,0.8888888888888888,0.8695652173913043,0.871304347826087,0.876298070341625,0.008505588108163088,0.6557377049180327,0.7062706270627063,0.6287625418060201,0.6870748299319728,0.6821192052980133,0.671992981803349,0.02697430065357044,103,0.8348547717842324,0.8172757475083057,0.8301255230125523,0.8250825082508251,0.8267326732673267,0.8268142447646485,0.00582414171461244
